zone_climatique,typologie,etat_isolation_menuiseries,etat_isolation_plancher_bas,etat_isolation_plancher_haut,etat_isolation_murs,scenario_renovation_enveloppe,etat_isolation_menuiseries_apres_scénario_renovation_enveloppe,etat_isolation_plancher_bas_apres_scénario_renovation_enveloppe,etat_isolation_plancher_haut_apres_scénario_renovation_enveloppe,etat_isolation_murs_apres_scénario_renovation_enveloppe,type_CH,type_ECS,CH,ECS,emetteur,scenario_renovation_systeme,usage_CH,usage_ECS,Annexe,CEP,GES,DPE,gain_CEP
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,136,16,C,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,S0,,,IND / IND,416,37,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / IND,234,62,E,44%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / IND,380,36,F,9%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / IND,388,35,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,191,17,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,202,26,D,51%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,225,18,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,230,27,D,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,S0,,,IND / IND,396,35,F,5%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / IND,222,58,E,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / IND,359,34,F,14%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / IND,368,33,F,12%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,179,16,C,57%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,191,24,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,214,17,D,49%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,219,25,D,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,S0,,,IND / IND,285,24,E,31%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / IND,164,39,D,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / IND,248,23,D,40%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / IND,257,23,E,38%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,129,11,C,69%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,139,16,C,67%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,163,12,C,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,167,18,C,60%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,416,37,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,234,62,E,44%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,382,36,F,8%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,388,35,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,191,17,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,205,26,D,51%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,225,18,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INIT,Isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,230,27,D,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,396,35,F,5%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,222,58,E,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,361,34,F,13%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,368,33,F,12%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,179,16,C,57%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,193,24,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,214,17,D,49%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,219,25,D,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,285,24,E,31%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,164,39,D,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,251,23,E,40%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,257,23,E,38%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,129,11,C,69%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,141,16,C,66%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,163,12,C,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,167,18,C,60%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,349,83,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,228,60,E,35%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,280,84,F,20%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,289,84,F,17%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,186,16,D,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,198,25,D,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,251,16,E,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,255,25,E,27%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,335,79,F,4%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,219,57,E,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,266,79,F,24%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,275,79,F,21%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,177,16,C,49%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,188,24,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,241,15,D,31%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,246,23,D,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,257,53,E,26%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,162,39,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,188,54,E,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,197,54,E,44%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,129,11,C,63%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,138,16,C,60%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,193,10,D,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,196,16,D,44%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,348,17,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,228,60,E,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,280,17,E,20%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,289,17,E,17%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,186,16,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,198,25,D,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,250,16,D,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,254,25,E,27%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,334,16,F,4%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,219,57,E,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,266,16,E,24%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,275,16,E,21%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,177,16,C,49%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,188,24,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,240,15,D,31%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,245,23,D,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,256,11,E,26%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,162,39,D,53%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,188,11,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,197,11,D,43%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,129,11,C,63%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,138,16,C,60%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,192,10,D,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,195,16,D,44%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,289,83,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,228,60,E,21%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,280,84,F,3%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,289,84,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,186,16,D,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,198,25,D,32%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,191,16,D,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INIT,Isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,195,25,D,32%
75 - Paris,Petit collectif - Avant 1948,Isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,275,79,F,5%
