zone_climatique,typologie,etat_isolation_menuiseries,etat_isolation_plancher_bas,etat_isolation_plancher_haut,etat_isolation_murs,scenario_renovation_enveloppe,etat_isolation_menuiseries_apres_scénario_renovation_enveloppe,etat_isolation_plancher_bas_apres_scénario_renovation_enveloppe,etat_isolation_plancher_haut_apres_scénario_renovation_enveloppe,etat_isolation_murs_apres_scénario_renovation_enveloppe,type_CH,type_ECS,CH,ECS,emetteur,scenario_renovation_systeme,usage_CH,usage_ECS,Annexe,CEP,GES,DPE,gain_CEP
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,177,16,C,59%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,191,24,D,56%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,212,17,D,51%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,216,25,D,50%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,S0,,,IND / IND,278,23,E,36%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / IND,161,38,D,63%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / IND,244,22,D,44%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / IND,250,22,E,42%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,127,11,C,71%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,139,16,C,68%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,161,12,C,63%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,164,17,C,62%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,432,38,G,0%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,242,64,E,44%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,398,37,F,8%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,404,37,F,6%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,198,18,D,54%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,212,27,D,51%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,232,19,D,46%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INIT,Pas isolé,Pas isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,238,28,D,45%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,386,34,F,11%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,218,57,E,50%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,352,33,F,19%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,358,32,F,17%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,177,16,C,59%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,191,24,D,56%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,212,17,D,51%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,216,25,D,50%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,278,23,E,36%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,161,38,D,63%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,244,22,D,44%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,250,22,E,42%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,127,11,C,71%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,139,16,C,68%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,161,12,C,63%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Pas isolé,Isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,164,17,C,62%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,360,87,F,0%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,237,63,E,34%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,291,87,F,19%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,300,87,F,17%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,193,17,D,46%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,205,26,D,43%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,258,17,E,28%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,263,26,E,27%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,331,77,F,8%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,216,56,E,40%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,262,78,F,27%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,271,78,F,25%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,175,15,C,51%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,186,23,D,48%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,239,15,D,34%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,244,23,D,32%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,S0,,,0,252,52,E,30%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,159,38,D,56%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,183,52,E,49%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,192,52,E,47%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,124,10,C,65%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,134,16,C,63%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,189,10,D,48%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,192,15,D,47%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,360,17,F,0%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,237,63,E,34%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,291,18,E,19%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,300,18,E,17%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,193,17,D,46%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,205,26,D,43%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,258,17,E,28%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,263,26,E,27%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,331,16,F,8%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,216,56,E,40%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,262,16,E,27%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,271,16,E,25%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,175,15,C,51%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,186,23,D,48%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,239,15,D,34%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,244,23,D,32%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,S0,,,0,252,10,E,30%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,159,38,D,56%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,183,11,D,49%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,192,11,D,47%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,124,10,C,65%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,134,16,C,63%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,189,10,D,48%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,FIOUL,FIOUL,COL,COL,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,192,15,D,47%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,300,87,F,0%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,237,63,E,21%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,291,87,F,3%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,300,87,F,0%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,193,17,D,36%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,205,26,D,32%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,198,17,D,34%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INIT,Pas isolé,Isolé,Pas isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,203,26,D,32%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,271,77,F,10%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,216,56,E,28%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,262,78,F,13%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,271,78,F,10%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,175,15,C,42%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,186,23,D,38%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,179,15,C,40%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,184,23,D,39%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,192,52,E,36%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,159,38,D,47%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,183,52,E,39%
75 - Paris,Petit collectif - Avant 1948,Pas isolé,Isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,192,52,E,36%
